NAME,YEAR,MONTH,AVRG ELEVATION,MIN ELEVATION,MAX ELEVATION,PRECIPITATION RATE,SOIL MOISTURE,WIND SPEED,SURFACE TEMPERATURE,DEEP SOIL TEMPERATURE
0.0625,2027,1,0.066565809,0.041860465,0.404085258,0.39316368918000016,0.8038253472999998,0.21694813978000002,0.37314984921000005,0.4329700081199999
0.0625,2027,2,0.066565809,0.041860465,0.404085258,0.26109133220000014,0.7814281587399999,0.19773097256999997,0.4954819190900002,0.4435898932799997
0.0625,2027,3,0.066565809,0.041860465,0.404085258,0.2735791668699999,0.7532767109200001,0.15847425984,0.5946105232100003,0.5946258990899999
0.0625,2027,4,0.066565809,0.041860465,0.404085258,0.15199999060000013,0.7300519500600001,0.15233896974999994,0.5840111603100001,0.6948128118700001
0.0625,2027,5,0.066565809,0.041860465,0.404085258,0.09650647510999998,0.6853515992600001,0.16709610525,0.49206793673000015,0.6043655208200002
0.0625,2027,6,0.066565809,0.041860465,0.404085258,0.09219554152999997,0.60698343709,0.14197078119,0.46426714175000006,0.5188832593699999
0.0625,2027,7,0.066565809,0.041860465,0.404085258,0.46713397894000025,0.6197815370100002,0.11015044654999999,0.4502354759800001,0.5026386977199998
0.0625,2027,8,0.066565809,0.041860465,0.404085258,0.4532832232999999,0.7129977170400003,0.08408595499,0.44748472595000005,0.50521340219
0.0625,2027,9,0.066565809,0.041860465,0.404085258,0.4896598830599999,0.7036656265299999,0.5135353441099998,0.45376467519999997,0.49443039508000003
0.0625,2027,10,0.066565809,0.041860465,0.404085258,0.5564647661799998,0.7114146761999999,0.49019201889999997,0.4356744513800003,0.4941570199000001
0.0625,2027,11,0.066565809,0.041860465,0.404085258,0.4807097621399999,0.6879558429599999,0.5393434827999999,0.4026030102300002,0.46353129713999996
0.0625,2027,12,0.066565809,0.041860465,0.404085258,0.38061378077,0.66128521544,0.5476645201999998,0.3858569832500001,0.43849753837
0.0625,2028,1,0.066565809,0.041860465,0.404085258,0.38922894901000005,0.7072164332599999,0.21776102001000008,0.37352121556000006,0.42674582289000024
0.0625,2028,2,0.066565809,0.041860465,0.404085258,0.32755012038999987,0.6948355518600002,0.19684771968,0.4643710974399999,0.4356818407399998
0.0625,2028,3,0.066565809,0.041860465,0.404085258,0.12635838714999997,0.6341371739399997,0.14645941873,0.5202835460399998,0.5615555507300001
0.0625,2028,4,0.066565809,0.041860465,0.404085258,0.10703596245000004,0.4482262562800002,0.1499899448699999,0.5593455917600001,0.6604497142299999
0.0625,2028,5,0.066565809,0.041860465,0.404085258,0.07263564707000002,0.44491461364999974,0.14223540039999993,0.4766599716000002,0.5945787578000002
0.0625,2028,6,0.066565809,0.041860465,0.404085258,0.07414479274,0.42563287137000005,0.12928377457999998,0.46397645243,0.5111583747299999
0.0625,2028,7,0.066565809,0.041860465,0.404085258,0.4716284224000001,0.48358534923,0.11303245542999997,0.4480133284500003,0.48529006176999995
0.0625,2028,8,0.066565809,0.041860465,0.404085258,0.50367882575,0.6466267724799998,0.5240822182099998,0.42353071189,0.47429624082
0.0625,2028,9,0.066565809,0.041860465,0.404085258,0.5119546282799997,0.67324809301,0.49162526029999976,0.41257225217999993,0.4709072485300002
0.0625,2028,10,0.066565809,0.041860465,0.404085258,0.5202534371199996,0.6940510375699998,0.6519967358700001,0.4045095089800001,0.45525173199000013
0.0625,2028,11,0.066565809,0.041860465,0.404085258,0.46840513842999987,0.6950940845699999,0.68702561693,0.38056204991000003,0.44081593993999996
0.0625,2028,12,0.066565809,0.041860465,0.404085258,0.28716333585,0.65370530116,0.5069324368499999,0.37096106499000014,0.42285799255999995
0.0625,2029,1,0.066565809,0.041860465,0.404085258,0.37442178807,0.68262163805,0.20637028341,0.3587817771100002,0.40710852406999976
0.0625,2029,2,0.066565809,0.041860465,0.404085258,0.11422391954000002,0.6594560350399997,0.13074419146000002,0.41265091217,0.4081359387299998
0.0625,2029,3,0.066565809,0.041860465,0.404085258,0.13427070729000004,0.45147957672999994,0.14354263194000005,0.4522926558599998,0.4517290260799997
0.0625,2029,4,0.066565809,0.041860465,0.404085258,0.05823683774,0.42444147767000023,0.15116881658999987,0.46618574195999996,0.5413868114600001
0.0625,2029,5,0.066565809,0.041860465,0.404085258,0.036008691260000024,0.3057295905100001,0.15284322989999993,0.4262035581599999,0.4808033836399997
0.0625,2029,6,0.066565809,0.041860465,0.404085258,0.14885627900000004,0.18467649873,0.12746172770999997,0.49845520321000025,0.43819078982999976
0.0625,2029,7,0.066565809,0.041860465,0.404085258,0.51571275629,0.5475463583100004,0.5219984283700001,0.7159384164800002,0.4657285413500001
0.0625,2029,8,0.066565809,0.041860465,0.404085258,0.46281849246999995,0.6727714682299998,0.6059819650500003,0.54564621443,0.6880524500399998
0.0625,2029,9,0.066565809,0.041860465,0.404085258,0.5044396105199999,0.7627561641499994,0.7015259105000001,0.4335639910600002,0.5561969798700002
0.0625,2029,10,0.066565809,0.041860465,0.404085258,0.6124997577400001,0.8466822209700006,0.6816455561799999,0.3948396123900001,0.45912821751999994
0.0625,2029,11,0.066565809,0.041860465,0.404085258,0.43204049620000007,0.8251335906600004,0.51126036521,0.3875972536699999,0.44021488916999985
0.0625,2029,12,0.066565809,0.041860465,0.404085258,0.42681136279000015,0.8161855649300002,0.24418778147000006,0.39119578463000015,0.4334774371600001
0.0625,2030,1,0.066565809,0.041860465,0.404085258,0.12276984554000002,0.79621553534,0.19658989058000007,0.39605329721000015,0.43645251181000033
0.0625,2030,2,0.066565809,0.041860465,0.404085258,0.06809117875,0.5955036337100001,0.11850114049000003,0.43480582890999986,0.44621151881
0.0625,2030,3,0.066565809,0.041860465,0.404085258,0.06191076542666665,0.49632423547999976,0.12005770544,0.4486247930199997,0.48074500777999996
0.0625,2030,4,0.066565809,0.041860465,0.404085258,0.07123314661,0.5542369975900003,0.11646153948999995,0.5136076071300001,0.5495451091800001
0.0625,2030,5,0.066565809,0.041860465,0.404085258,0.13175636979000005,0.58809297935,0.13561488373,0.4694418159200003,0.5065885385699999
0.0625,2030,6,0.066565809,0.041860465,0.404085258,0.5166311785899997,0.6259803202399999,0.5186838096499999,0.4095078702000001,0.46164003035000006
0.0625,2030,7,0.066565809,0.041860465,0.404085258,0.49605761326999986,0.7185797810700001,0.7119386786899997,0.39609531652000013,0.4651573393200001
0.0625,2030,8,0.066565809,0.041860465,0.404085258,0.5433143915499999,0.7065066969799999,0.6784626300999999,0.37640121696999995,0.4228084282
0.0625,2030,9,0.066565809,0.041860465,0.404085258,0.4996620306599999,0.69041021918,0.67150752337,0.37286546278000016,0.417692833
0.0625,2030,10,0.066565809,0.041860465,0.404085258,0.34942310562,0.6732487315899995,0.49792574330999995,0.37798257048999984,0.4143335793899999
0.0625,2030,11,0.066565809,0.041860465,0.404085258,0.40239016478999984,0.6740834171599995,0.25664166206,0.3442046170100002,0.3946589420499999
0.0625,2030,12,0.066565809,0.041860465,0.404085258,0.12081055960000003,0.6559589791299999,0.22174555907999996,0.31992982776,0.3775030565400002
0.0625,2031,1,0.066565809,0.041860465,0.404085258,0.05980951457,0.4746208526299999,0.13425089021000006,0.3087200087100001,0.35861759431
0.0625,2031,2,0.066565809,0.041860465,0.404085258,0.04098004826666667,0.3828982737400002,0.14521518887999993,0.35947501112999986,0.36934608060999996
0.0625,2031,3,0.066565809,0.041860465,0.404085258,0.0738971748,0.18352284441999994,0.12216307102999993,0.43965123991999994,0.4434891123499999
0.0625,2031,4,0.066565809,0.041860465,0.404085258,0.14393484697000003,0.3653966747399999,0.08761424913,0.54182136755,0.54154596821
0.0625,2031,5,0.066565809,0.041860465,0.404085258,0.4882312231800002,0.5365901069199999,0.46816100969000024,0.45869597359000025,0.5103574142699999
0.0625,2031,6,0.066565809,0.041860465,0.404085258,0.4378904425199998,0.6743892513900002,0.5835701437599998,0.39108468566999993,0.4589605796600001
0.0625,2031,7,0.066565809,0.041860465,0.404085258,0.5942615288099998,0.7008139174900002,0.7221464463600004,0.3495430823900001,0.40039904833999984
0.0625,2031,8,0.066565809,0.041860465,0.404085258,0.5217486105599998,0.7040643335699999,0.68646745148,0.34645088371000005,0.37909021829000006
0.0625,2031,9,0.066565809,0.041860465,0.404085258,0.3025172020799999,0.67942922389,0.4729599162400001,0.3625538477300001,0.37918251819000026
0.0625,2031,10,0.066565809,0.041860465,0.404085258,0.37408444214000014,0.6754836753099996,0.2015054027,0.35489415349000014,0.38467799684000015
0.0625,2031,11,0.066565809,0.041860465,0.404085258,0.26858600817999995,0.6989770653499998,0.11561652180000002,0.31793458434,0.36760163458000017
0.0625,2031,12,0.066565809,0.041860465,0.404085258,0.13812958115,0.6046130742999991,0.17457159644000003,0.28014731956999994,0.3314951923
0.0625,2032,1,0.066565809,0.041860465,0.404085258,0.05193732167000002,0.41047044238000036,0.16244629775,0.24356718470999997,0.2873469837200002
0.0625,2032,2,0.066565809,0.041860465,0.404085258,0.024362358400000002,0.29994779181999964,0.14349304443000002,0.32923382044000005,0.3045426308599999
0.0625,2032,3,0.066565809,0.041860465,0.404085258,0.07612585626,0.12286213889999999,0.10468554429999993,0.5096576268899998,0.43279917609999996
0.0625,2032,4,0.066565809,0.041860465,0.404085258,0.1285203543800001,0.35608107103000014,0.06052426105999999,0.6670369686300003,0.602785959
0.0625,2032,5,0.066565809,0.041860465,0.404085258,0.4123351266199996,0.45599041469000023,0.3128947742600002,0.4851458489499999,0.56896851011
0.0625,2032,6,0.066565809,0.041860465,0.404085258,0.3998409298300001,0.61558048039,0.6038811946400001,0.40176859152999994,0.4838490598900001
0.0625,2032,7,0.066565809,0.041860465,0.404085258,0.6021143808800002,0.6395312349600001,0.72149567955,0.3476030523199999,0.40197387408999985
0.0625,2032,8,0.066565809,0.041860465,0.404085258,0.5087072331800001,0.6599298801000002,0.6875242357599999,0.35112099036000005,0.3889096937800002
0.0625,2032,9,0.066565809,0.041860465,0.404085258,0.3298393365999999,0.6872374024,0.48032733482000006,0.38634718016000014,0.40330341120000013
0.0625,2032,10,0.066565809,0.041860465,0.404085258,0.38169676386000007,0.6823581043399998,0.20381757712999998,0.3933179262399999,0.4144552875899998
0.0625,2032,11,0.066565809,0.041860465,0.404085258,0.37555893997999995,0.6747645971599995,0.14182919726000004,0.33721067611999983,0.3915099515299999
0.0625,2032,12,0.066565809,0.041860465,0.404085258,0.12592627554999997,0.6097673068099992,0.17026886913000006,0.29829905962000003,0.3492556530300002
0.0625,2033,1,0.066565809,0.041860465,0.404085258,0.04965237778000001,0.38201492104000023,0.15087407570000003,0.24968687237999995,0.3106839885100003
0.0625,2033,2,0.066565809,0.041860465,0.404085258,0.041351940936666685,0.21981473687000017,0.12907399985999995,0.3664091165100001,0.3208297077999998
0.0625,2033,3,0.066565809,0.041860465,0.404085258,0.06985637455999999,0.11752983160000001,0.09344499879000001,0.5570399939200003,0.4636113710599999
0.0625,2033,4,0.066565809,0.041860465,0.404085258,0.08497036712,0.28748723292999995,0.06649605081,0.68978284439,0.6377590289
0.0625,2033,5,0.066565809,0.041860465,0.404085258,0.36002985371000007,0.44471486229999985,0.33614042682000006,0.5177105376299999,0.6287573658900005
0.0625,2033,6,0.066565809,0.041860465,0.404085258,0.44239756675999997,0.6222769084899998,0.6225894803200002,0.41860353141000006,0.5149825422500001
0.0625,2033,7,0.066565809,0.041860465,0.404085258,0.57791566749,0.6465577734900002,0.7121159424800001,0.370514232,0.41188278573999987
0.0625,2033,8,0.066565809,0.041860465,0.404085258,0.5188148380200002,0.69297297309,0.7064012699299999,0.3686627785200001,0.41256225846000016
0.0625,2033,9,0.066565809,0.041860465,0.404085258,0.42608661406,0.7010149451799996,0.6484132412100001,0.39269234324,0.41667841547999984
0.0625,2033,10,0.066565809,0.041860465,0.404085258,0.33277994721999987,0.67493160818,0.41330742683000027,0.40341062079999995,0.42062329977999996
0.0625,2033,11,0.066565809,0.041860465,0.404085258,0.41585097981,0.6587566357399992,0.1313086511,0.36138873719,0.4086657269499998
0.0625,2033,12,0.066565809,0.041860465,0.404085258,0.09860147498999995,0.6361060244699996,0.17779618444999992,0.3151079473900003,0.38894571054999977
0.0625,2034,1,0.066565809,0.041860465,0.404085258,0.06358001566666666,0.45118165676000005,0.1531790101200001,0.2928328557000001,0.3534342611900001
0.0625,2034,2,0.066565809,0.041860465,0.404085258,0.025737023090000005,0.38121299896000005,0.13922679858999992,0.36142092390999986,0.3748079656499999
0.0625,2034,3,0.066565809,0.041860465,0.404085258,0.07429605844,0.19900158876,0.12408553790999992,0.5000026052500006,0.48066989004999994
0.0625,2034,4,0.066565809,0.041860465,0.404085258,0.15899849659000007,0.37072632709000003,0.0665649165,0.6542627717499999,0.6004204161000003
0.0625,2034,5,0.066565809,0.041860465,0.404085258,0.4863768896599999,0.5950158420599998,0.45940637521000016,0.48899044484,0.56465883177
0.0625,2034,6,0.066565809,0.041860465,0.404085258,0.4274570742199998,0.6537196792700002,0.55099089541,0.4297428420300002,0.5016858498700001
0.0625,2034,7,0.066565809,0.041860465,0.404085258,0.6539453893600001,0.69631566067,0.73585493517,0.37406049105999983,0.4071877168499999
0.0625,2034,8,0.066565809,0.041860465,0.404085258,0.5470207572799998,0.702270116119999,0.6836002086000001,0.3623047574400002,0.40648797803000036
0.0625,2034,9,0.066565809,0.041860465,0.404085258,0.25937062554,0.6638802846000003,0.4690508669600002,0.3938757742400001,0.4111335926399999
0.0625,2034,10,0.066565809,0.041860465,0.404085258,0.36280810867,0.6685678619399995,0.19541794428000006,0.40028514283,0.4170670002499996
0.0625,2034,11,0.066565809,0.041860465,0.404085258,0.26669693399,0.6971635525299997,0.09415440576999995,0.3395948499900001,0.4043009770899997
0.0625,2034,12,0.066565809,0.041860465,0.404085258,0.13704664967000002,0.5936088027199989,0.16260824079000005,0.3088758162000001,0.3716476303199998
0.125,2025,1,0.836611195,0.11627907,1.0,0.5453834092100002,0.7066442223700001,0.65543122953,0.22044422783,0.22791917698999994
0.125,2025,2,0.836611195,0.11627907,1.0,0.33078321603,0.6621617262100001,0.6962727265899997,0.31705730580000024,0.2127930080899999
0.125,2025,3,0.836611195,0.11627907,1.0,0.3000623223800002,0.6578360972399999,0.6440479687400003,0.3649660062899999,0.3752229847599999
0.125,2025,4,0.836611195,0.11627907,1.0,0.3011983414099998,0.6424812867700002,0.3785333107300001,0.4311399829800001,0.3824840568499999
0.125,2025,5,0.836611195,0.11627907,1.0,0.37504952505999994,0.6731041292399996,0.16333252957999997,0.3105138116900001,0.34431088981999985
0.125,2025,6,0.836611195,0.11627907,1.0,0.10279569839999994,0.6769642032100001,0.15031647813000001,0.25239409042,0.2990440681500002
0.125,2025,7,0.836611195,0.11627907,1.0,0.27282100184,0.47795730307000023,0.17702776597,0.22550049163,0.23281492661000003
0.125,2025,8,0.836611195,0.11627907,1.0,0.24643364919,0.5638313446200002,0.14226014944999998,0.25925121648,0.2399544007399999
0.125,2025,9,0.836611195,0.11627907,1.0,0.24632955255999991,0.5856905195199998,0.10336740806999994,0.24233148168,0.22862177965999994
0.125,2025,10,0.836611195,0.11627907,1.0,0.27483166392,0.6039702454799997,0.15116956568999998,0.23179766876999988,0.23093974067999998
0.125,2025,11,0.836611195,0.11627907,1.0,0.4849440538800001,0.6336816490899998,0.38962493620999994,0.19184220923999995,0.2023526561399999
0.125,2025,12,0.836611195,0.11627907,1.0,0.42227917950999994,0.68368788624,0.47972234885999976,0.19132562420999996,0.1880589485899999
0.125,2026,1,0.836611195,0.11627907,1.0,0.3979458701800001,0.6806873505499995,0.18984726459999998,0.16306505425999998,0.16619984366
0.125,2026,2,0.836611195,0.11627907,1.0,0.25848310442000005,0.6529416673500001,0.19421050155,0.24396804859999996,0.16218733138000005
0.125,2026,3,0.836611195,0.11627907,1.0,0.19816027583,0.6193512649099998,0.17213656811000003,0.29290445656999997,0.19795144895
0.125,2026,4,0.836611195,0.11627907,1.0,0.2748514458199999,0.5977204996199997,0.15835856716,0.27306791149999987,0.30541265107000004
0.125,2026,5,0.836611195,0.11627907,1.0,0.12468089813000001,0.5956311301999992,0.15140644598000003,0.19341591517,0.21952407178999997
0.125,2026,6,0.836611195,0.11627907,1.0,0.09559744022999993,0.4013767503100002,0.17698482864999998,0.18587026123,0.17397451297999994
0.125,2026,7,0.836611195,0.11627907,1.0,0.5006834106699999,0.41504200843000016,0.15615216576,0.19459816967,0.1804527982199999
0.125,2026,8,0.836611195,0.11627907,1.0,0.3975836293,0.6411209455499999,0.08345585104,0.21811913307999997,0.20822978044999996
0.125,2026,9,0.836611195,0.11627907,1.0,0.41375324506999983,0.6440542719899999,0.09338314800999997,0.19675140555000006,0.18847870388999996
0.125,2026,10,0.836611195,0.11627907,1.0,0.48471314197000004,0.64043648506,0.38146721785,0.16660164882,0.17032205841
0.125,2026,11,0.836611195,0.11627907,1.0,0.4301900222299998,0.67413623241,0.48288773527000006,0.13611800690999992,0.14342743228999993
0.125,2026,12,0.836611195,0.11627907,1.0,0.34493490291999995,0.6513349733699999,0.47838616413999996,0.13365374431000002,0.14507572343000003
0.125,2027,1,0.836611195,0.11627907,1.0,0.3688139900000001,0.6744098641499997,0.1883599889100001,0.13517148066000004,0.14554405177000002
0.125,2027,2,0.836611195,0.11627907,1.0,0.23127248100000003,0.6540742133799996,0.16149018681000005,0.19102737135000006,0.12794010424
0.125,2027,3,0.836611195,0.11627907,1.0,0.27342349948999983,0.6191159261999997,0.16713305191,0.25032833865000004,0.16738916861
0.125,2027,4,0.836611195,0.11627907,1.0,0.12766408070000002,0.5725944221099997,0.1462908647,0.22568999857000005,0.15482602907
0.125,2027,5,0.836611195,0.11627907,1.0,0.09486277457999995,0.4021792587600003,0.17372241394,0.15037598849999997,0.13723133356000003
0.125,2027,6,0.836611195,0.11627907,1.0,0.07600335944000002,0.4108106093300003,0.13891128573999997,0.17227719279999998,0.15007280459
0.125,2027,7,0.836611195,0.11627907,1.0,0.41702447318,0.41645502081000024,0.1035283727,0.18256326006999998,0.18100296288999998
0.125,2027,8,0.836611195,0.11627907,1.0,0.43011437026999993,0.63961270226,0.0916393296,0.18517299337000004,0.18626559902999998
0.125,2027,9,0.836611195,0.11627907,1.0,0.4589726984299999,0.65004667643,0.5003471960999997,0.16046985959,0.17691368090999998
0.125,2027,10,0.836611195,0.11627907,1.0,0.48524975389999997,0.6686492199599999,0.48931223422999975,0.1479578630599999,0.14203588468999995
0.125,2027,11,0.836611195,0.11627907,1.0,0.4334532553999999,0.6869128142099998,0.6366933747899997,0.11652315684000002,0.1392791136
0.125,2027,12,0.836611195,0.11627907,1.0,0.33628688613999996,0.65590337795,0.5373104009599998,0.12143731143000001,0.13761738503
0.125,2028,1,0.836611195,0.11627907,1.0,0.36835673005,0.6738068189099998,0.20644870188000003,0.12677224707000007,0.12524347131999997
0.125,2028,2,0.836611195,0.11627907,1.0,0.3239937172399998,0.66504790745,0.16926110687000004,0.17392619733999998,0.09764536134
0.125,2028,3,0.836611195,0.11627907,1.0,0.12867617332999995,0.6088137431199995,0.15675466627999995,0.23877791134000007,0.13849225146
0.125,2028,4,0.836611195,0.11627907,1.0,0.11094406107000003,0.3832142642800004,0.15560889958000002,0.20880169419000003,0.13775065817
0.125,2028,5,0.836611195,0.11627907,1.0,0.06510342365000002,0.4151367582700001,0.16287586747000002,0.16679560983000005,0.14252337795999995
0.125,2028,6,0.836611195,0.11627907,1.0,0.07100253807000001,0.39502282675000033,0.13553959271000005,0.1764415554,0.16788811668
0.125,2028,7,0.836611195,0.11627907,1.0,0.4542078363299998,0.41846234617000017,0.10471610704999995,0.17666291295999997,0.17232655221
0.125,2028,8,0.836611195,0.11627907,1.0,0.45409589275,0.6323178299599999,0.4913649064899998,0.18218063248000005,0.18491909992999997
0.125,2028,9,0.836611195,0.11627907,1.0,0.42412859367999983,0.6445441783200003,0.4953210579499997,0.15746909484,0.17355123308
0.125,2028,10,0.836611195,0.11627907,1.0,0.46809628502,0.6914398101999999,0.6667667417300003,0.14484381433999993,0.13495412546
0.125,2028,11,0.836611195,0.11627907,1.0,0.4136762917600001,0.6925724773999998,0.6767990997099999,0.11624322440000004,0.14194854117
0.125,2028,12,0.836611195,0.11627907,1.0,0.2771624731500001,0.6508276522399998,0.48142976016999983,0.12546645594000008,0.13353030589
0.125,2029,1,0.836611195,0.11627907,1.0,0.37025389242,0.6625176203799995,0.21246408635000003,0.12506903762000005,0.10809254225999997
0.125,2029,2,0.836611195,0.11627907,1.0,0.11330464043,0.6349185012699994,0.15013890637000005,0.1769457026999999,0.09896586666
0.125,2029,3,0.836611195,0.11627907,1.0,0.13052047265999997,0.4324703949100002,0.15940739512000002,0.2340784752200001,0.13506658152999998
0.125,2029,4,0.836611195,0.11627907,1.0,0.06098240660000001,0.40263474123000037,0.16430512530000002,0.22625322501000011,0.14119042643000002
0.125,2029,5,0.836611195,0.11627907,1.0,0.07045194075999998,0.41330017507000016,0.1543538348700001,0.17741917595000004,0.15657234755000002
0.125,2029,6,0.836611195,0.11627907,1.0,0.14346447406999993,0.3936006349300002,0.12562733035999998,0.18156967216999995,0.17135288744
0.125,2029,7,0.836611195,0.11627907,1.0,0.46770206353,0.5479675818900003,0.5023083371599999,0.17293739969999997,0.17298245424
0.125,2029,8,0.836611195,0.11627907,1.0,0.4129911794899999,0.6727216883999999,0.5711547408200002,0.16971494125,0.18338546770000008
0.125,2029,9,0.836611195,0.11627907,1.0,0.48536256646000014,0.69574870904,0.7199539636500003,0.16244199238999996,0.16109834675000007
0.125,2029,10,0.836611195,0.11627907,1.0,0.46142414112000013,0.7041791666399999,0.6660329939799999,0.14550250857,0.13619389589
0.125,2029,11,0.836611195,0.11627907,1.0,0.33104959023999997,0.6835965632699998,0.4920807845799998,0.12689401893000005,0.13699915193999998
0.125,2029,12,0.836611195,0.11627907,1.0,0.39902853533000004,0.6576469866599998,0.22653919568000003,0.13381451004000003,0.11119406109999996
0.125,2030,1,0.836611195,0.11627907,1.0,0.12015353982,0.6776006155799997,0.1631190136200001,0.11578101222,0.09667202695000002
0.125,2030,2,0.836611195,0.11627907,1.0,0.12912417804999995,0.45229757570000007,0.16138114224000003,0.16699797468000002,0.08809860009000003
0.125,2030,3,0.836611195,0.11627907,1.0,0.06403502360000002,0.3914974521900003,0.16498183135000002,0.21396460299,0.11127347435000004
0.125,2030,4,0.836611195,0.11627907,1.0,0.06964553477999998,0.3870519985800002,0.1320542229100001,0.23925088038000006,0.16193719648000002
0.125,2030,5,0.836611195,0.11627907,1.0,0.14267542626999993,0.39672130050000015,0.12225524421999999,0.18386165575999996,0.17850976424000004
0.125,2030,6,0.836611195,0.11627907,1.0,0.48574275697999986,0.5549396776600001,0.4939934978699999,0.17359012717,0.17598814864000004
0.125,2030,7,0.836611195,0.11627907,1.0,0.4079228189699997,0.6961972590000005,0.5790796979100001,0.16352970347999995,0.17326585235000003
0.125,2030,8,0.836611195,0.11627907,1.0,0.47955228190000004,0.6998118731799998,0.7462927517200003,0.15167455233999996,0.14702867027000002
0.125,2030,9,0.836611195,0.11627907,1.0,0.4599135514400002,0.7073446750699999,0.6650255701799999,0.14722622344,0.14387549426
0.125,2030,10,0.836611195,0.11627907,1.0,0.32861115396,0.67639321141,0.49267605388,0.15633104466,0.1428342016999999
0.125,2030,11,0.836611195,0.11627907,1.0,0.39681543895000004,0.6700119921699997,0.22212160126,0.13646643072999998,0.12325814236999999
0.125,2030,12,0.836611195,0.11627907,1.0,0.11919704196999997,0.6532266209199998,0.22940981276999992,0.11400779869000001,0.09835016683999999
0.125,2031,1,0.836611195,0.11627907,1.0,0.12070972846999997,0.5005056971899998,0.18305390223999995,0.09797971299999998,0.07986364291000003
0.125,2031,2,0.836611195,0.11627907,1.0,0.04300661300000001,0.3896563429100003,0.17227692248999996,0.13584589010999992,0.06587029562000005
0.125,2031,3,0.836611195,0.11627907,1.0,0.07255524203999998,0.1961220022900001,0.12836034062000007,0.2522749238,0.11735116928000011
0.125,2031,4,0.836611195,0.11627907,1.0,0.1469296988799999,0.3722727640600002,0.08564867889000002,0.32644878275000005,0.23483428973999998
0.125,2031,5,0.836611195,0.11627907,1.0,0.5130991114099999,0.5400852106499998,0.4928615121599998,0.24429798394000002,0.30545065035
