YEAR,MONTH,NAME,PRECIPITATION RATE,SOIL MOISTURE,WIND SPEED,SURFACE TEMPERATURE,DEEP SOIL TEMPERATURE,AVRG ELEVATION,MIN ELEVATION,MAX ELEVATION
2014,3,0.5,0.040027767,0.130063196,0.063308078,0.61913726,0.55874481,0.314674735,0.097674419,0.714920071
2014,3,0.5625,0.036261061,0.28829396,0.045603534,0.717865757,0.685585576,0.015128593,0.046511628,0.028419183
2014,3,0.625,0.03572296,0.28829396,0.044438373,0.720681048,0.689363483,0.013615734,0,0.077264654
2014,3,0.6875,0.042180171,0.28829396,0.048144173,0.660971654,0.611073785,0.163388805,0.065116279,0.41651865
2014,3,0.75,0.037875363,0.28829396,0.047840598,0.690872572,0.651044707,0.090771558,0.051162791,0.235346359
2014,3,0.8125,0.033301795,0.130063196,0.088259986,0.468204012,0.365300525,0.034795764,0.097674419,0.11722913
2014,3,0.875,0.036260988,0.130063196,0.072389123,0.606220534,0.542796092,0.048411498,0.041860465,0.285968028
2014,3,0.9375,0.040027767,0.130063196,0.063308078,0.61913726,0.55874481,0.298033283,0.106976744,0.737122558
2014,3,1,0.036799161,0.28829396,0.046768694,0.715050465,0.681807668,0,0.055813953,0.001776199
2014,4,0.0625,0.226662005,0.273810219,0.157039841,0.695511501,0.738707581,0.066565809,0.041860465,0.404085258
2014,4,0.125,0.193858098,0.273868022,0.124163094,0.52035834,0.471764823,0.836611195,0.11627907,1
2014,4,0.1875,0.278215547,0.273810219,0.179164133,0.725773785,0.754909628,0.494704992,0.241860465,0.793960924
2014,4,0.25,0.118868235,0.273810219,0.079348637,0.525140134,0.461367316,1,1,0.818827709
2014,4,0.3125,0.292796347,0.436170816,0.204730399,0.734976007,0.769911115,0.089258699,0.037209302,0.246891652
2014,4,0.375,0.189043252,0.354990518,0.152264976,0.664198734,0.662268287,0.092284418,0.03255814,0.646536412
2014,4,0.4375,0.161048406,0.273810219,0.143750677,0.718487642,0.727660231,0.010590015,0.03255814,0
2014,4,0.5,0.226662005,0.273810219,0.157039841,0.695511501,0.706006102,0.314674735,0.097674419,0.714920071
2014,4,0.5625,0.180836634,0.436170816,0.19061634,0.787281605,0.830886321,0.015128593,0.046511628,0.028419183
2014,4,0.625,0.184481834,0.436170816,0.215961586,0.77905423,0.828331002,0.013615734,0,0.077264654
2014,4,0.6875,0.278215547,0.436170816,0.179164133,0.729429462,0.754909628,0.163388805,0.065116279,0.41651865
2014,4,0.75,0.307377147,0.436170816,0.230296665,0.740514148,0.784912601,0.090771558,0.051162791,0.235346359
2014,4,0.8125,0.141261609,0.273810219,0.106855381,0.567268663,0.524137855,0.034795764,0.097674419,0.11722913
2014,4,0.875,0.159486467,0.273810219,0.144762958,0.692528132,0.694595279,0.048411498,0.041860465,0.285968028
2014,4,0.9375,0.226662005,0.273810219,0.157039841,0.695511501,0.706006102,0.298033283,0.106976744,0.737122558
2014,4,1,0.177191434,0.436170816,0.165271313,0.79550898,0.833452655,0,0.055813953,0.001776199
2014,5,0.0625,0.330064177,0.469076059,0.373619498,0.544569849,0.626449758,0.066565809,0.041860465,0.404085258
2014,5,0.125,0.277195036,0.469076059,0.369182715,0.380635836,0.403266844,0.836611195,0.11627907,1
2014,5,0.1875,0.369345546,0.469076059,0.385643474,0.579059272,0.673095351,0.494704992,0.241860465,0.793960924
2014,5,0.25,0.258496751,0.469076059,0.344297636,0.378392006,0.395490742,1,1,0.818827709
2014,5,0.3125,0.361812133,0.623804221,0.399757533,0.589059861,0.686455706,0.089258699,0.037209302,0.246891652
2014,5,0.375,0.318763623,0.546440019,0.372752234,0.516307682,0.585862035,0.092284418,0.03255814,0.646536412
2014,5,0.4375,0.324145067,0.469076059,0.362832972,0.561301925,0.648169973,0.010590015,0.03255814,0
2014,5,0.5,0.330064177,0.469076059,0.373619498,0.544569849,0.626449758,0.314674735,0.097674419,0.714920071
2014,5,0.5625,0.346745307,0.623804221,0.385725593,0.635297875,0.746902226,0.015128593,0.046511628,0.028419183
2014,5,0.625,0.381183767,0.623804221,0.39837987,0.631810275,0.742749832,0.013615734,0,0.077264654
2014,5,0.6875,0.369345546,0.623804221,0.385643474,0.579059272,0.673095351,0.163388805,0.065116279,0.41651865
2014,5,0.75,0.35427872,0.623804221,0.413871373,0.599060449,0.699827075,0.090771558,0.051162791,0.235346359
2014,5,0.8125,0.283247225,0.469076059,0.352761704,0.420436496,0.455056118,0.034795764,0.097674419,0.11722913
2014,5,0.875,0.330870316,0.469076059,0.366127308,0.535216357,0.614444163,0.048411498,0.041860465,0.285968028
2014,5,0.9375,0.330064177,0.469076059,0.373619498,0.544569849,0.626449758,0.298033283,0.106976744,0.737122558
2014,5,1,0.312306846,0.623804221,0.373071097,0.638785475,0.751065634,0,0.055813953,0.001776199
2014,6,0.0625,0.372990746,0.52528129,0.86357815,0.499147009,0.628564505,0.066565809,0.041860465,0.404085258
2014,6,0.125,0.311803317,0.524711742,0.887086439,0.342179792,0.36308665,0.836611195,0.11627907,1
2014,6,0.1875,0.40111086,0.52528129,0.878877681,0.557696671,0.623685167,0.494704992,0.241860465,0.793960924
2014,6,0.25,0.27509109,0.52528129,0.864053387,0.340238501,0.357039795,1,1,0.818827709
2014,6,0.3125,0.428710231,0.680979987,0.894527305,0.542779827,0.638058838,0.089258699,0.037209302,0.246891652
2014,6,0.375,0.371168002,0.603130699,0.870063082,0.470918457,0.538996156,0.092284418,0.03255814,0.646536412
2014,6,0.4375,0.381843375,0.52528129,0.848397429,0.5148202,0.598341245,0.010590015,0.03255814,0
2014,6,0.5,0.372990746,0.52528129,0.86357815,0.499147009,0.57789869,0.314674735,0.097674419,0.714920071
2014,6,0.5625,0.428189488,0.680979987,0.874850615,0.584782298,0.694837594,0.015128593,0.046511628,0.028419183
2014,6,0.625,0.450060688,0.680979987,0.888295279,0.579916466,0.690288685,0.013615734,0,0.077264654
2014,6,0.6875,0.40111086,0.680979987,0.878877681,0.532216181,0.623685167,0.163388805,0.065116279,0.41651865
2014,6,0.75,0.456309602,0.680979987,0.91017693,0.553343474,0.65243251,0.090771558,0.051162791,0.235346359
2014,6,0.8125,0.313886143,0.52528129,0.855435785,0.378055852,0.411538589,0.034795764,0.097674419,0.11722913
2014,6,0.875,0.380802034,0.52528129,0.853082314,0.490894422,0.566069324,0.048411498,0.041860465,0.285968028
2014,6,0.9375,0.372990746,0.52528129,0.86357815,0.499147009,0.57789869,0.298033283,0.106976744,0.737122558
2014,6,1,0.406318289,0.680979987,0.86140595,0.589648131,0.699397517,0,0.055813953,0.001776199
2014,7,0.0625,0.562523786,0.648215798,0.909437648,0.376282638,0.462986419,0.066565809,0.041860465,0.404085258
2014,7,0.125,0.491762933,0.648215798,0.966953774,0.215491668,0.248835237,0.836611195,0.11627907,1
2014,7,0.1875,0.584585925,0.648215798,0.904785741,0.412763776,0.510733443,0.494704992,0.241860465,0.793960924
2014,7,0.25,0.470508524,0.648215798,0.970896538,0.198398225,0.229681356,1,1,0.818827709
2014,7,0.3125,0.600728953,0.835439249,0.900507953,0.422823191,0.525503629,0.089258699,0.037209302,0.246891652
2014,7,0.375,0.558621831,0.741827766,0.916347148,0.343558024,0.421451465,0.092284418,0.03255814,0.646536412
2014,7,0.4375,0.566828594,0.648215798,0.896678976,0.388073248,0.480906698,0.010590015,0.03255814,0
2014,7,0.5,0.562523786,0.648215798,0.909437648,0.376282638,0.462986419,0.314674735,0.097674419,0.714920071
2014,7,0.5625,0.622791092,0.835439249,0.882902999,0.461052331,0.579165336,0.015128593,0.046511628,0.028419183
2014,7,0.625,0.648081836,0.835439249,0.876233083,0.456707537,0.575167142,0.013615734,0,0.077264654
2014,7,0.6875,0.584585925,0.835439249,0.904785741,0.412763776,0.510733443,0.163388805,0.065116279,0.41651865
2014,7,0.75,0.616871982,0.835439249,0.896229947,0.43289101,0.540273816,0.090771558,0.051162791,0.235346359
2014,7,0.8125,0.505485375,0.648215798,0.940987401,0.245174086,0.290568448,0.034795764,0.097674419,0.11722913
2014,7,0.875,0.56494553,0.648215798,0.901940216,0.359155581,0.4461896,0.048411498,0.041860465,0.285968028
2014,7,0.9375,0.562523786,0.648215798,0.909437648,0.376282638,0.462986419,0.298033283,0.106976744,0.737122558
2014,7,1,0.597500348,0.835439249,0.889573134,0.465397124,0.583163529,0,0.055813953,0.001776199
2014,8,0.0625,0.726106474,0.735543343,0.694538138,0.335557554,0.408278354,0.066565809,0.041860465,0.404085258
2014,8,0.125,0.640549002,0.735565883,0.7107093,0.163976032,0.1654349,0.836611195,0.11627907,1
2014,8,0.1875,0.748168612,0.735543343,0.704951638,0.389619557,0.436772367,0.494704992,0.241860465,0.793960924
2014,8,0.25,0.621176789,0.735543343,0.689190629,0.143310951,0.140101992,1,1,0.818827709
2014,8,0.3125,0.773459357,0.973660198,0.715813293,0.380291278,0.451883997,0.089258699,0.037209302,0.246891652
2014,8,0.375,0.710366732,0.854601528,0.696431223,0.299647878,0.34447247,0.092284418,0.03255814,0.646536412
2014,8,0.4375,0.719649262,0.735543343,0.680717826,0.347801972,0.407892853,0.010590015,0.03255814,0
2014,8,0.5,0.726106474,0.735543343,0.694538138,0.335557554,0.390148803,0.314674735,0.097674419,0.714920071
2014,8,0.5625,0.767540247,0.973660198,0.697523439,0.420125554,0.504829774,0.015128593,0.046511628,0.028419183
2014,8,0.625,0.791216833,0.973660198,0.70617926,0.417385897,0.50090868,0.013615734,0,0.077264654
2014,8,0.6875,0.748168612,0.973660198,0.704951638,0.369231804,0.436772367,0.163388805,0.065116279,0.41651865
2014,8,0.75,0.798750101,0.973660198,0.726674948,0.391350752,0.466995627,0.090771558,0.051162791,0.235346359
2014,8,0.8125,0.650233083,0.735543343,0.686192661,0.199087341,0.210593561,0.034795764,0.097674419,0.11722913
2014,8,0.875,0.719649262,0.735543343,0.684734627,0.320439017,0.371622738,0.048411498,0.041860465,0.285968028
2014,8,0.9375,0.726106474,0.735543343,0.694538138,0.335557554,0.390148803,0.298033283,0.106976744,0.737122558
2014,8,1,0.743863805,0.973660198,0.688867398,0.422873614,0.508761882,0,0.055813953,0.001776199
2014,9,0.0625,0.319354233,0.643084287,0.568222063,0.406578538,0.408278354,0.066565809,0.041860465,0.404085258
2014,9,0.125,0.279649181,0.643468672,0.572640064,0.229063895,0.195294688,0.836611195,0.11627907,1
2014,9,0.1875,0.365700346,0.643084287,0.58578574,0.473658114,0.47316364,0.494704992,0.241860465,0.793960924
2014,9,0.25,0.241763548,0.643084287,0.540316959,0.212936895,0.170281195,1,1,0.818827709
2014,9,0.3125,0.377156689,0.890177711,0.605125877,0.452312321,0.487085724,0.089258699,0.037209302,0.246891652
2014,9,0.375,0.310892595,0.766631242,0.569214252,0.369349458,0.377063806,0.092284418,0.03255814,0.646536412
2014,9,0.4375,0.313626061,0.643084287,0.550274004,0.419932265,0.440649404,0.010590015,0.03255814,0
2014,9,0.5,0.319354233,0.643084287,0.568222063,0.406578538,0.424689672,0.314674735,0.097674419,0.714920071
2014,9,0.5625,0.350598804,0.890177711,0.582406228,0.493213887,0.539062242,0.015128593,0.046511628,0.028419183
2014,9,0.625,0.364658861,0.890177711,0.599527864,0.489524594,0.535614764,0.013615734,0,0.077264654
2014,9,0.6875,0.365700346,0.890177711,0.58578574,0.443950484,0.47316364,0.163388805,0.065116279,0.41651865
2014,9,0.75,0.388613032,0.890177711,0.624466014,0.460665753,0.501007809,0.090771558,0.051162791,0.235346359
2014,9,0.8125,0.257905274,0.643084287,0.544660703,0.265931609,0.241059136,0.034795764,0.097674419,0.11722913
2014,9,0.875,0.306857417,0.643084287,0.54778447,0.393687024,0.406141578,0.048411498,0.041860465,0.285968028
2014,9,0.9375,0.319354233,0.643084287,0.568222063,0.406578538,0.424689672,0.298033283,0.106976744,0.737122558
2014,9,1,0.336538747,0.890177711,0.56528481,0.496903179,0.542498706,0,0.055813953,0.001776199
2014,10,0.0625,0.527547225,0.727389347,0.153803163,0.378526468,0.408278354,0.066565809,0.041860465,0.404085258
2014,10,0.125,0.467953123,0.727083245,0.146552086,0.201650517,0.189721448,0.836611195,0.11627907,1
2014,10,0.1875,0.592119338,0.727389347,0.164747373,0.389619557,0.465310438,0.494704992,0.241860465,0.793960924
2014,10,0.25,0.400555401,0.727389347,0.124615399,0.183338516,0.165732286,1,1,0.818827709
2014,10,0.3125,0.593733641,0.980708058,0.179371176,0.41915911,0.477172848,0.089258699,0.037209302,0.246891652
2014,10,0.375,0.506562734,0.854048945,0.152990062,0.340246905,0.371787953,0.092284418,0.03255814,0.646536412
2014,10,0.4375,0.512480398,0.727389347,0.144689139,0.39293908,0.439206529,0.010590015,0.03255814,0
2014,10,0.5,0.527547225,0.727389347,0.153803163,0.378526468,0.420768578,0.314674735,0.097674419,0.714920071
2014,10,0.5625,0.546380758,0.980708058,0.166152336,0.460422042,0.531935985,0.015128593,0.046511628,0.028419183
2014,10,0.625,0.561985685,0.980708058,0.179046634,0.455245267,0.52645086,0.013615734,0,0.077264654
2014,10,0.6875,0.592119338,0.980708058,0.164747373,0.410251023,0.465310438,0.163388805,0.065116279,0.41651865
2014,10,0.75,0.595347944,0.980708058,0.19399476,0.428058793,0.489035257,0.090771558,0.051162791,0.235346359
2014,10,0.8125,0.443064797,0.727389347,0.133217276,0.240711638,0.239021489,0.034795764,0.097674419,0.11722913
2014,10,0.875,0.493918808,0.727389347,0.147818802,0.365929088,0.40435726,0.048411498,0.041860465,0.285968028
2014,10,0.9375,0.527547225,0.727389347,0.153803163,0.378526468,0.420768578,0.298033283,0.106976744,0.737122558
2014,10,1,0.53077583,0.980708058,0.153258038,0.465590413,0.53742111,0,0.055813953,0.001776199
2014,11,0.0625,0.206353034,0.643468793,0.181424567,0.328767238,0.408278354,0.066565809,0.041860465,0.404085258
2014,11,0.125,0.212082073,0.643468672,0.181833192,0.14736161,0.158672115,0.836611195,0.11627907,1
2014,11,0.1875,0.208436005,0.643468793,0.176847353,0.389619557,0.440561289,0.494704992,0.241860465,0.793960924
2014,11,0.25,0.20010412,0.643468793,0.202156344,0.116166497,0.12669758,1,1,0.818827709
2014,11,0.3125,0.212601948,0.889805687,0.174680176,0.377795332,0.455243361,0.089258699,0.037209302,0.246891652
2014,11,0.375,0.211429698,0.766637058,0.188722381,0.28744548,0.342820324,0.092284418,0.03255814,0.646536412
2014,11,0.4375,0.215726405,0.643468793,0.197158493,0.336095401,0.409049355,0.010590015,0.03255814,0
2014,11,0.5,0.206353034,0.643468793,0.181424567,0.328767238,0.393761496,0.314674735,0.097674419,0.714920071
2014,11,0.5625,0.224058291,0.889805687,0.19085243,0.413973931,0.507495236,0.015128593,0.046511628,0.028419183
2014,11,0.625,0.229265719,0.889805687,0.188806465,0.414099989,0.50497296,0.013615734,0,0.077264654
2014,11,0.6875,0.208436005,0.889805687,0.176847353,0.365408049,0.440561289,0.163388805,0.065116279,0.41651865
2014,11,0.75,0.216767891,0.889805687,0.172512999,0.390174212,0.469936447,0.090771558,0.051162791,0.235346359
2014,11,0.8125,0.204530145,0.643468793,0.194679442,0.179018934,0.204271348,0.034795764,0.097674419,0.11722913
2014,11,0.875,0.218329685,0.643468793,0.21180763,0.308186196,0.374486458,0.048411498,0.041860465,0.285968028
2014,11,0.9375,0.206353034,0.643468793,0.181424567,0.328767238,0.393761496,0.298033283,0.106976744,0.737122558
2014,11,1,0.218850862,0.889805687,0.192898395,0.413847873,0.510006498,0,0.055813953,0.001776199
2014,12,0.0625,0.069623319,0.588243064,0.174026943,0.299378955,0.298135278,0.066565809,0.041860465,0.404085258
2014,12,0.125,0.067336911,0.587725623,0.192369214,0.116796786,0.099569341,0.836611195,0.11627907,1
2014,12,0.1875,0.07016142,0.588243064,0.162147984,0.305581001,0.386855525,0.494704992,0.241860465,0.793960924
2014,12,0.25,0.059399401,0.588243064,0.223392188,0.086080694,0.062968796,1,1,0.818827709
2014,12,0.3125,0.073928127,0.81843156,0.154982738,0.351583707,0.403200758,0.089258699,0.037209302,0.246891652
2014,12,0.375,0.065722637,0.703337554,0.18492114,0.259015236,0.285964468,0.092284418,0.03255814,0.646536412
2014,12,0.4375,0.059937502,0.588243064,0.192472517,0.305749078,0.350365124,0.010590015,0.03255814,0
2014,12,0.5,0.069623319,0.588243064,0.174026943,0.299378955,0.338282429,0.314674735,0.097674419,0.714920071
2014,12,0.5625,0.064780411,0.81843156,0.173905295,0.387627844,0.453613244,0.015128593,0.046511628,0.028419183
2014,12,0.625,0.069085218,0.81843156,0.166979415,0.389392653,0.4532718,0.013615734,0,0.077264654
2014,12,0.6875,0.07016142,0.81843156,0.162147984,0.337213113,0.386855525,0.163388805,0.065116279,0.41651865
2014,12,0.75,0.077694833,0.81843156,0.147817273,0.3659543,0.419557005,0.090771558,0.051162791,0.235346359
2014,12,0.8125,0.062090311,0.588243064,0.205399793,0.148437303,0.143527442,0.034795764,0.097674419,0.11722913
2014,12,0.875,0.06504868,0.588243064,0.214130963,0.278663451,0.314711811,0.048411498,0.041860465,0.285968028
2014,12,0.9375,0.069623319,0.588243064,0.174026943,0.299378955,0.338282429,0.298033283,0.106976744,0.737122558
2014,12,1,0.060475603,0.81843156,0.180831394,0.385863034,0.453954687,0,0.055813953,0.001776199
2015,1,0.0625,0.002898802,0.395124664,0.115650323,0.265729917,0.298135278,0.066565809,0.041860465,0.404085258
2015,1,0.125,0.002091691,0.395048563,0.126309959,0.08581177,0.075591193,0.836611195,0.11627907,1
2015,1,0.1875,0.001284499,0.395124664,0.106491091,0.305581001,0.362943464,0.494704992,0.241860465,0.793960924
2015,1,0.25,0.001284499,0.395124664,0.134561087,0.061348147,0.040224251,1,1,0.818827709
2015,1,0.3125,0.001284499,0.594147828,0.108246148,0.322909751,0.381612715,0.089258699,0.037209302,0.246891652
2015,1,0.375,0.001688137,0.494636186,0.120241078,0.22946728,0.262107478,0.092284418,0.03255814,0.646536412
2015,1,0.4375,0.0018226,0.395124664,0.120279516,0.274074946,0.324007886,0.010590015,0.03255814,0
2015,1,0.5,0.002898802,0.395124664,0.115650323,0.265729917,0.312773293,0.314674735,0.097674419,0.714920071
2015,1,0.5625,0.000208297,0.594147828,0.112207039,0.359970755,0.430868698,0.015128593,0.046511628,0.028419183
2015,1,0.625,0.000208297,0.594147828,0.113683419,0.365113914,0.433170689,0.013615734,0,0.077264654
2015,1,0.6875,0.001284499,0.594147828,0.106491091,0.305749078,0.362943464,0.163388805,0.065116279,0.41651865
2015,1,0.75,0.001284499,0.594147828,0.110000987,0.340070424,0.400270952,0.090771558,0.051162791,0.235346359
2015,1,0.8125,0.002629793,0.395124664,0.130255781,0.117494306,0.117974249,0.034795764,0.097674419,0.11722913
2015,1,0.875,0.001553591,0.395124664,0.131864947,0.252325767,0.291669879,0.048411498,0.041860465,0.285968028
2015,1,0.9375,0.002898802,0.395124664,0.115650323,0.265729917,0.312773293,0.298033283,0.106976744,0.737122558
2015,1,1,0.000208297,0.594147828,0.110730659,0.354819191,0.428555694,0,0.055813953,0.001776199
2015,2,0.0625,0.01749696,0.207013809,0.176628298,0.398989857,0.408278354,0.066565809,0.041860465,0.404085258
2015,2,0.125,0.024544491,0.207218725,0.175620385,0.215516879,0.132458063,0.836611195,0.11627907,1
2015,2,0.1875,0.01166464,0.207013809,0.170268509,0.473658114,0.426099503,0.494704992,0.241860465,0.793960924
2015,2,0.25,0.018469013,0.207013809,0.181424567,0.190691889,0.097454594,1,1,0.818827709
2015,2,0.3125,0.006804373,0.3972572,0.171344781,0.464355046,0.44913042,0.089258699,0.037209302,0.246891652
2015,2,0.375,0.014338119,0.302135443,0.177395317,0.365097107,0.323996872,0.092284418,0.03255814,0.646536412
2015,2,0.4375,0.014094773,0.207013809,0.180347858,0.408965233,0.383892677,0.010590015,0.03255814,0
2015,2,0.5,0.01749696,0.207013809,0.176628298,0.398989857,0.371237237,0.314674735,0.097674419,0.714920071
2015,2,0.5625,0.006318347,0.3972572,0.17462645,0.505298631,0.501051866,0.015128593,0.046511628,0.028419183
2015,2,0.625,0.001944107,0.3972572,0.175632397,0.513626852,0.508023923,0.013615734,0,0.077264654
2015,2,0.6875,0.01166464,0.3972572,0.170268509,0.444177389,0.426099503,0.163388805,0.065116279,0.41651865
2015,2,0.75,0.001944107,0.3972572,0.172421053,0.484541107,0.472150323,0.090771558,0.051162791,0.235346359
2015,2,0.8125,0.022114835,0.207013809,0.181805237,0.245358971,0.172924629,0.034795764,0.097674419,0.11722913
2015,2,0.875,0.014337758,0.207013809,0.190272798,0.388451422,0.353592316,0.048411498,0.041860465,0.285968028
2015,2,0.9375,0.01749696,0.207013809,0.176628298,0.398989857,0.371237237,0.298033283,0.106976744,0.737122558
2015,2,1,0.010692587,0.3972572,0.173620284,0.49697041,0.49407981,0,0.055813953,0.001776199
2015,3,0.0625,0.126123919,0.219164097,0.071991418,0.607069323,0.518421429,0.066565809,0.041860465,0.404085258
2015,3,0.125,0.130566043,0.219336779,0.0600631,0.426899061,0.292198566,0.836611195,0.11627907,1
2015,3,0.1875,0.128276322,0.219164097,0.081062635,0.641735228,0.579649965,0.494704992,0.241860465,0.793960924
2015,3,0.25,0.088456867,0.219164097,0.040610706,0.401258898,0.260202002,1,1,0.818827709
2015,3,0.3125,0.123433414,0.390584272,0.097550476,0.662669233,0.601865824,0.089258699,0.037209302,0.246891652
2015,3,0.375,0.112807294,0.304874124,0.072054972,0.568983049,0.479794253,0.092284418,0.03255814,0.646536412
2015,3,0.4375,0.103523679,0.219164097,0.065147,0.614094947,0.53893007,0.010590015,0.03255814,0
2015,3,0.5,0.126123919,0.219164097,0.071991418,0.607069323,0.526990561,0.314674735,0.097674419,0.714920071
2015,3,0.5625,0.112133308,0.390584272,0.089353512,0.699545351,0.65235541,0.015128593,0.046511628,0.028419183
2015,3,0.625,0.119666722,0.390584272,0.105574032,0.70043616,0.656474761,0.013615734,0,0.077264654
2015,3,0.6875,0.128276322,0.390584272,0.081062635,0.647172523,0.579649965,0.163388805,0.065116279,0.41651865
2015,3,0.75,0.118590505,0.390584272,0.114038318,0.678174346,0.624070668,0.090771558,0.051162791,0.235346359
2015,3,0.8125,0.107830381,0.219164097,0.050657513,0.456858807,0.332499917,0.034795764,0.097674419,0.11722913
2015,3,0.875,0.092763309,0.219164097,0.065786255,0.586656358,0.505270346,0.048411498,0.041860465,0.285968028
2015,3,0.9375,0.126123919,0.219164097,0.071991418,0.607069323,0.526990561,0.298033283,0.106976744,0.737122558
2015,3,1,0.104599895,0.390584272,0.073132991,0.698662947,0.648225044,0,0.055813953,0.001776199
2015,4,0.0625,0.285505947,0.430329672,0.055547475,0.562049868,0.628564505,0.066565809,0.041860465,0.404085258
2015,4,0.125,0.289804535,0.43019092,0.030191091,0.388274941,0.366269784,0.836611195,0.11627907,1
2015,4,0.1875,0.274049605,0.430329672,0.068358781,0.557696671,0.648225044,0.494704992,0.241860465,0.793960924
2015,4,0.25,0.234473148,0.430329672,0.005696511,0.381358567,0.343723497,1,1,0.818827709
2015,4,0.3125,0.284464462,0.624840072,0.085051263,0.606228938,0.665352293,0.089258699,0.037209302,0.246891652
2015,4,0.375,0.27405134,0.527584811,0.053533396,0.531501853,0.554096772,0.092284418,0.03255814,0.646536412
